Disease Pair,Comorbidity
myocardial infarction&vasculitis,1.070634
myocardial ischemia&vasculitis,1.070634
"endocrine system diseases&heart defects, congenital",1.069965
"heart defects, congenital&thyroid diseases",1.069965
"diabetes mellitus, type 2&epilepsy",1.069681
arterial occlusive diseases&goiter,1.069583
"bile duct diseases&leukemia, myeloid, acute",1.069426
respiratory tract diseases&spinal cord diseases,1.069357
"celiac disease&diabetes mellitus, type 1",1.069274
celiac disease&liver cirrhosis,1.069274
crohn disease&goiter,1.069245
myeloproliferative disorders&parkinsonian disorders,1.0689
dementia&vasculitis,1.068882
"goiter&lupus erythematosus, systemic",1.068791
aneurysm&hypersensitivity,1.068537
"leukemia, myeloid, acute&movement disorders",1.068469
adenocarcinoma&cranial nerve diseases,1.068243
asthma&spinal cord diseases,1.06812
endocrine system diseases&spinocerebellar ataxias,1.068071
spinocerebellar ataxias&thyroid diseases,1.068071
cerebellar ataxia&prostatic neoplasms,1.067876
bone diseases&myocardial ischemia,1.067678
bone diseases&myocardial infarction,1.067678
bone diseases&coronary artery disease,1.067661
colorectal neoplasms&movement disorders,1.067462
arterial occlusive diseases&retinitis pigmentosa,1.067039
heart arrest&spinocerebellar ataxias,1.066964
anemia&retinitis pigmentosa,1.066944
breast neoplasms&pancreatic diseases,1.066676
"lung diseases, obstructive&precursor cell lymphoblastic leukemia-lymphoma",1.066033
"arrhythmias, cardiac&stomatognathic diseases",1.066011
hypopigmentation&macular degeneration,1.065943
blood coagulation disorders&dementia,1.065426
"blood coagulation disorders, inherited&dementia",1.065426
colorectal neoplasms&respiratory tract diseases,1.065385
intestinal neoplasms&spinal cord diseases,1.064917
"anemia, aplastic&dyskinesias",1.064826
myeloproliferative disorders&rheumatic diseases,1.064749
arterial occlusive diseases&precursor cell lymphoblastic leukemia-lymphoma,1.064645
"metal metabolism, inborn errors&peripheral nervous system diseases",1.064525
ankylosis&cardiovascular diseases,1.064424
lymphoma&spondylarthropathies,1.064213
"arrhythmias, cardiac&polyneuropathies",1.064212
"diabetes mellitus, type 1&retinitis pigmentosa",1.064177
"cardiomyopathies&colitis, ulcerative",1.064103
"cardiomyopathy, hypertrophic&colitis, ulcerative",1.064103
glioma&lipid metabolism disorders,1.063901
"diabetes mellitus, type 1&joint diseases",1.063572
"diabetes mellitus, type 1&thyroid diseases",1.063572
joint diseases&liver cirrhosis,1.063572
glomerulonephritis&graves disease,1.063572
glomerulonephritis&thyroid diseases,1.063572
liver cirrhosis&thyroid diseases,1.063572
"leukemia, b-cell&liver cirrhosis",1.063572
coronary artery disease&esophageal diseases,1.06328
"goiter&neoplasms, germ cell and embryonal",1.062365
goiter&ovarian neoplasms,1.062365
asthma&uveitis,1.062015
"colitis, ulcerative&exophthalmos",1.061943
"bone diseases&leukemia, lymphocytic, chronic, b-cell",1.061913
dyskinesias&liver cirrhosis,1.061847
"dyskinesias&liver cirrhosis, biliary",1.061847
"death, sudden&esophageal diseases",1.061782
epilepsy&varicose veins,1.061478
lymphoma&spondylitis,1.061466
"cranial nerve diseases&leukemia, lymphocytic, chronic, b-cell",1.061433
charcot-marie-tooth disease&psoriasis,1.060971
hereditary sensory and motor neuropathy&psoriasis,1.060971
pancreatic diseases&sleep disorders,1.060935
amyotrophic lateral sclerosis&rheumatic diseases,1.060851
motor neuron disease&rheumatic diseases,1.060851
parkinsonian disorders&rheumatic diseases,1.060434
"anemia, hemolytic&ovarian diseases",1.060414
"diabetes mellitus, type 1&lymphoma",1.05993
liver cirrhosis&spinal cord diseases,1.059138
"liver cirrhosis, biliary&spinal cord diseases",1.059138
"anemia, aplastic&endocrine system diseases",1.059003
"anemia, aplastic&thyroid diseases",1.059003
bile duct diseases&graves disease,1.058379
coronary artery disease&myocardial infarction,1.058217
coronary disease&myocardial infarction,1.058217
coronary disease&metabolic syndrome x,1.058217
coronary artery disease&respiratory tract diseases,1.058217
"heart defects, congenital&myocardial infarction",1.058217
myocardial infarction&parkinsonian disorders,1.058217
"genital diseases, male&hair diseases",1.058207
"arrhythmias, cardiac&purine-pyrimidine metabolism, inborn errors",1.057869
"leukemia, lymphocytic, chronic, b-cell&vasculitis",1.057418
asthma&coronary artery disease,1.057405
asthma&myocardial infarction,1.057392
asthma&myocardial ischemia,1.057392
celiac disease&uveitis,1.05689
malabsorption syndromes&uveitis,1.05689
coronary artery disease&joint diseases,1.056884
joint diseases&myocardial infarction,1.056846
joint diseases&myocardial ischemia,1.056846
adenocarcinoma&macular degeneration,1.056666
anemia&neoplasms,1.056661
dyskinesias&heart arrest,1.056608
gout&uveal diseases,1.056299
"colitis, ulcerative&movement disorders",1.056148
gastroenteritis&uveitis,1.056004
"death, sudden&diabetes mellitus, type 1",1.055786
"lung diseases, obstructive&retinitis pigmentosa",1.055602
"diabetes mellitus, type 2&immunologic deficiency syndromes",1.055563
"alzheimer disease&amino acid metabolism, inborn errors",1.055487
asthma&blood platelet disorders,1.055357
bile duct diseases&endocrine system diseases,1.055197
bile duct diseases&thyroid diseases,1.055197
adenocarcinoma&pancreatic diseases,1.055122
"hemorrhagic disorders&spondylitis, ankylosing",1.054812
cardiomegaly&hair diseases,1.05477
hyperthyroidism&myocardial infarction,1.054595
hyperthyroidism&myocardial ischemia,1.054595
coronary artery disease&hyperthyroidism,1.054578
"cranial nerve diseases&leukemia, b-cell",1.054556
"amyotrophic lateral sclerosis&diabetes mellitus, type 2",1.054393
"diabetes mellitus, type 2&motor neuron disease",1.054393
"arterial occlusive diseases&spondylitis, ankylosing",1.05429
"arterial occlusive diseases&colitis, ulcerative",1.054189
crohn disease&hair diseases,1.054169
"leukemia, lymphocytic, chronic, b-cell&respiratory tract diseases",1.054141
arthritis&endocrine system diseases,1.05399
arthritis&thyroid diseases,1.05399
"breast neoplasms&genital diseases, female",1.053895
cardiomyopathies&spondylitis,1.05368
"cardiomyopathy, hypertrophic&spondylitis",1.05368
"genital diseases, male&spinal cord diseases",1.053624
"diabetes mellitus, type 2&retinitis pigmentosa",1.053248
adrenal gland diseases&alzheimer disease,1.053082
"hypersensitivity&neoplasms, germ cell and embryonal",1.053055
hypersensitivity&ovarian neoplasms,1.053055
"arterial occlusive diseases&leukemia, myeloid, acute",1.052951
adrenal gland diseases&breast diseases,1.052949
"hypopigmentation&leukemia, b-cell",1.052726
exophthalmos&uveal diseases,1.0523
"diabetes mellitus, type 1&parkinsonian disorders",1.052257
"diabetes mellitus, type 2&spondylarthropathies",1.052082
"leukemia, lymphocytic, chronic, b-cell&spondylarthropathies",1.052072
"diabetes mellitus, type 2&spondylitis",1.051815
"anemia, aplastic&goiter",1.051748
demyelinating diseases&hypopigmentation,1.051485
hypopigmentation&multiple sclerosis,1.051485
"metabolism, inborn errors&rheumatic diseases",1.051451
goiter&psoriasis,1.051435
cardiomyopathies&spondylarthropathies,1.051331
"cardiomyopathy, hypertrophic&spondylarthropathies",1.051331
"colitis, ulcerative&hypopigmentation",1.049762
"gout&neoplasms, connective and soft tissue",1.049462
"death, sudden&goiter",1.049413
myocardial infarction&retinitis pigmentosa,1.049334
myocardial ischemia&retinitis pigmentosa,1.049334
coronary artery disease&retinitis pigmentosa,1.049317
spinocerebellar ataxias&uveitis,1.049151
alzheimer disease&basal ganglia diseases,1.048895
"leukemia, myeloid, acute&rheumatic diseases",1.048749
"lipid metabolism disorders&lung diseases, obstructive",1.048575
"leukemia, b-cell&spondylarthropathies",1.048411
"arrhythmias, cardiac&bone diseases",1.048369
cardiomyopathies&vascular diseases,1.048218
"cardiomyopathy, hypertrophic&vascular diseases",1.048218
bile duct diseases&goiter,1.048139
intellectual disability&leukemia,1.048047
blood coagulation disorders&cranial nerve diseases,1.048018
"blood coagulation disorders, inherited&cranial nerve diseases",1.048018
alzheimer disease&spinal cord diseases,1.047884
hemorrhagic disorders&parkinsonian disorders,1.047687
"arrhythmias, cardiac&colorectal neoplasms",1.047516
"lung diseases, obstructive&macular degeneration",1.047501
"diabetes mellitus, type 2&hypersensitivity",1.047474
"anemia, hemolytic&myocardial infarction",1.047474
"anemia, hemolytic&myocardial ischemia",1.047474
"anemia, hemolytic&coronary artery disease",1.047457
"colorectal neoplasms&leukemia, lymphocytic, chronic, b-cell",1.047434
dementia&esophageal diseases,1.047219
crohn disease&epilepsy,1.047166
asthma&cerebellar ataxia,1.046962
"anemia&leukemia, b-cell",1.046893
"leukemia, lymphocytic, chronic, b-cell&spondylitis",1.046714
lipid metabolism disorders&stomatognathic diseases,1.046534
blood coagulation disorders&leprosy,1.046291
"blood coagulation disorders, inherited&leprosy",1.046291
endocrine system diseases&ovarian neoplasms,1.046268
"endocrine system diseases&neoplasms, germ cell and embryonal",1.046268
"neoplasms, germ cell and embryonal&thyroid diseases",1.046268
ovarian neoplasms&thyroid diseases,1.046268
"arterial occlusive diseases&genital diseases, male",1.046226
osteoporosis&uveitis,1.046089
"arrhythmias, cardiac&hypopigmentation",1.045918
epilepsy&joint diseases,1.045734
breast neoplasms&graves disease,1.045456
cardiomegaly&colorectal neoplasms,1.045095
epilepsy&gout,1.045078
"leukemia, lymphocytic, chronic, b-cell&muscular dystrophies",1.044757
"genital diseases, male&neoplasms",1.044468
basal ganglia diseases&blood platelet disorders,1.044446
adenocarcinoma&charcot-marie-tooth disease,1.044326
adenocarcinoma&hereditary sensory and motor neuropathy,1.044326
cardiovascular diseases&polyneuropathies,1.044189
charcot-marie-tooth disease&myocardial infarction,1.044064
charcot-marie-tooth disease&myocardial ischemia,1.044064
hereditary sensory and motor neuropathy&myocardial infarction,1.044064
hereditary sensory and motor neuropathy&myocardial ischemia,1.044064
charcot-marie-tooth disease&coronary artery disease,1.044048
coronary artery disease&hereditary sensory and motor neuropathy,1.044048
"leukemia, b-cell&spondylitis",1.043927
spinocerebellar degenerations&spondylitis,1.043243
graves disease&nervous system diseases,1.042821
"blood coagulation disorders&genital diseases, male",1.042759
"blood coagulation disorders, inherited&genital diseases, male",1.042759
"arrhythmias, cardiac&malformations of cortical development",1.042756
exophthalmos&neoplasms,1.042548
immune system diseases&neoplasms,1.04234
basal ganglia diseases&vasculitis,1.042125
demyelinating diseases&hyperthyroidism,1.041991
hyperthyroidism&multiple sclerosis,1.041991
arthritis&macular degeneration,1.041495
"carcinoma, renal cell&diabetes mellitus, type 1",1.041488
"breast diseases&carbohydrate metabolism, inborn errors",1.041336
nervous system diseases&respiratory tract diseases,1.041289
cardiomyopathies&rheumatic diseases,1.041276
"cardiomyopathy, hypertrophic&rheumatic diseases",1.041276
hyperthyroidism&lymphoma,1.041239
aneurysm&immune system diseases,1.041019
"anemia, hemolytic&aneurysm",1.040999
charcot-marie-tooth disease&heart arrest,1.040891
heart arrest&hereditary sensory and motor neuropathy,1.040891
arthritis&goiter,1.04075
arterial occlusive diseases&liver cirrhosis,1.040689
"arterial occlusive diseases&liver cirrhosis, biliary",1.040689
"heart defects, congenital&neoplasms, connective and soft tissue",1.040605
"arrhythmias, cardiac&pancreatic diseases",1.040498
cranial nerve diseases&parkinsonian disorders,1.040008
adenocarcinoma&gout,1.039998
glomerulonephritis&hypothalamic diseases,1.039814
cholestasis&gout,1.039421
colorectal neoplasms&muscular dystrophies,1.039403
cardiomegaly&liver cirrhosis,1.039311
"cardiomegaly&liver cirrhosis, biliary",1.039311
movement disorders&muscular dystrophies,1.038974
cardiomyopathies&leprosy,1.038933
"cardiomyopathy, hypertrophic&leprosy",1.038933
gastroenteritis&heart arrest,1.038607
"cardiomyopathies&leukemia, lymphocytic, chronic, b-cell",1.038591
"cardiomyopathy, hypertrophic&leukemia, lymphocytic, chronic, b-cell",1.038591
"genital diseases, male&lipidoses",1.038233
varicose veins&vascular diseases,1.037971
colorectal neoplasms&joint diseases,1.037905
"lupus erythematosus, systemic&myocardial infarction",1.03782
"lupus erythematosus, systemic&myocardial ischemia",1.03782
"coronary artery disease&lupus erythematosus, systemic",1.037803
"cardiomyopathies&leukemia, b-cell",1.037786
"cardiomyopathy, hypertrophic&leukemia, b-cell",1.037786
"anemia, hemolytic&hypersensitivity",1.037769
crohn disease&sleep disorders,1.037539
"arrhythmias, cardiac&spinocerebellar ataxias",1.037367
immune system diseases&uveitis,1.037289
"arrhythmias, cardiac&macular degeneration",1.036589
"anemia, aplastic&aneurysm",1.035849
endocrine system diseases&psoriasis,1.035504
psoriasis&thyroid diseases,1.035504
arterial occlusive diseases&hypothalamic diseases,1.034886
"arrhythmias, cardiac&movement disorders",1.034871
"crohn disease&diabetes mellitus, type 1",1.034831
crohn disease&liver cirrhosis,1.034831
hemorrhagic disorders&hypothalamic diseases,1.034823
alzheimer disease&macular degeneration,1.034797
"carcinoma, renal cell&hypotrichosis",1.03478
"arrhythmias, cardiac&nervous system diseases",1.03473
"bone diseases, metabolic&head and neck neoplasms",1.034438
cardiomyopathies&hypothalamic diseases,1.034429
"cardiomyopathy, hypertrophic&hypothalamic diseases",1.034429
"lung diseases, obstructive&varicose veins",1.03426
hypersensitivity&malabsorption syndromes,1.034035
adenocarcinoma&spinocerebellar ataxias,1.033991
bile duct diseases&intellectual disability,1.03385
head and neck neoplasms&pancreatic diseases,1.033611
aneurysm&bile duct diseases,1.033355
"behcet syndrome&genital diseases, male",1.032913
"arterial occlusive diseases&neoplasms, germ cell and embryonal",1.03263
spinocerebellar ataxias&varicose veins,1.03263
aneurysm&peripheral nervous system diseases,1.032548
"alzheimer disease&anemia, hemolytic",1.032538
basal ganglia diseases&cardiomegaly,1.032493
psoriasis&stomatognathic diseases,1.032198
"colitis, ulcerative&psoriasis",1.032198
uveitis&vasculitis,1.031713
"alzheimer disease&diabetes mellitus, type 1",1.031641
"leukemia, b-cell&leukemia, myeloid, acute",1.031575
amyotrophic lateral sclerosis&cardiomyopathies,1.031571
